Trafikkregistreringspunkt;Navn;Vegreferanse;Fra;Til;Dato;Felt;Trafikkmengde;Dekningsgrad (%);Antall timer total;Antall timer inkludert;Antall timer ugyldig;Ikke gyldig lengde;Lengdekvalitetsgrad (%);< 5,6m;>= 5,6m;5,6m - 7,6m;7,6m - 12,5m;12,5m - 16,0m;>= 16,0m;16,0m - 24,0m;>= 24,0m
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-01-04T00:00+01:00;2022-01-05T00:00+01:00;04.01.2022;2;7855;100;24;24;0;0;100;7409;446;106;123;205;12;12;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-01-04T00:00+01:00;2022-01-05T00:00+01:00;04.01.2022;Totalt i retning Kvaløya;7873;100;24;24;0;1;99,99;7402;470;119;131;203;17;17;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-01-04T00:00+01:00;2022-01-05T00:00+01:00;04.01.2022;Totalt i retning Tromsø;7855;100;24;24;0;0;100;7409;446;106;123;205;12;12;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-01-04T00:00+01:00;2022-01-05T00:00+01:00;04.01.2022;Totalt;15728;100;24;24;0;1;99,99;14811;916;225;254;408;29;29;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-01-05T00:00+01:00;2022-01-06T00:00+01:00;05.01.2022;1;8149;100;24;24;0;1;99,99;7672;476;131;124;208;13;13;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-01-05T00:00+01:00;2022-01-06T00:00+01:00;05.01.2022;2;8131;100;24;24;0;0;100;7663;468;124;122;211;11;11;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-01-05T00:00+01:00;2022-01-06T00:00+01:00;05.01.2022;Totalt i retning Kvaløya;8150;100;24;24;0;1;99,99;7672;477;131;125;208;13;13;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-01-05T00:00+01:00;2022-01-06T00:00+01:00;05.01.2022;Totalt i retning Tromsø;8130;100;24;24;0;0;100;7663;467;124;121;211;11;11;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-01-05T00:00+01:00;2022-01-06T00:00+01:00;05.01.2022;Totalt;16280;100;24;24;0;1;99,99;15335;944;255;246;419;24;24;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-01-06T00:00+01:00;2022-01-07T00:00+01:00;06.01.2022;1;8107;100;24;24;0;0;100;7656;451;114;119;207;11;11;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-01-06T00:00+01:00;2022-01-07T00:00+01:00;06.01.2022;2;8086;100;24;24;0;1;99,99;7617;468;127;121;212;8;8;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-01-06T00:00+01:00;2022-01-07T00:00+01:00;06.01.2022;Totalt i retning Kvaløya;8107;100;24;24;0;0;100;7656;451;114;119;207;11;11;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-01-06T00:00+01:00;2022-01-07T00:00+01:00;06.01.2022;Totalt i retning Tromsø;8086;100;24;24;0;1;99,99;7617;468;127;121;212;8;8;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-01-06T00:00+01:00;2022-01-07T00:00+01:00;06.01.2022;Totalt;16193;100;24;24;0;1;99,99;15273;919;241;240;419;19;19;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-01-07T00:00+01:00;2022-01-08T00:00+01:00;07.01.2022;1;8552;100;24;24;0;0;100;8108;444;101;129;206;8;8;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-01-07T00:00+01:00;2022-01-08T00:00+01:00;07.01.2022;2;8239;100;24;24;0;0;100;7790;449;101;133;206;9;9;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-01-07T00:00+01:00;2022-01-08T00:00+01:00;07.01.2022;Totalt i retning Kvaløya;8552;100;24;24;0;0;100;8108;444;101;129;206;8;8;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-01-07T00:00+01:00;2022-01-08T00:00+01:00;07.01.2022;Totalt i retning Tromsø;8239;100;24;24;0;0;100;7790;449;101;133;206;9;9;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-01-07T00:00+01:00;2022-01-08T00:00+01:00;07.01.2022;Totalt;16791;100;24;24;0;0;100;15898;893;202;262;412;17;17;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-01-08T00:00+01:00;2022-01-09T00:00+01:00;08.01.2022;1;5713;100;24;24;0;1;99,98;5525;187;29;56;101;1;1;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-01-08T00:00+01:00;2022-01-09T00:00+01:00;08.01.2022;2;5606;100;24;24;0;1;99,98;5418;187;23;58;104;2;2;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-01-08T00:00+01:00;2022-01-09T00:00+01:00;08.01.2022;Totalt i retning Kvaløya;5713;100;24;24;0;1;99,98;5526;186;28;56;101;1;1;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-01-08T00:00+01:00;2022-01-09T00:00+01:00;08.01.2022;Totalt i retning Tromsø;5606;100;24;24;0;1;99,98;5417;188;24;58;104;2;2;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-01-08T00:00+01:00;2022-01-09T00:00+01:00;08.01.2022;Totalt;11319;100;24;24;0;2;99,98;10943;374;52;114;205;3;3;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-01-09T00:00+01:00;2022-01-10T00:00+01:00;09.01.2022;1;5404;100;24;24;0;0;100;5229;175;33;52;88;2;2;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-01-09T00:00+01:00;2022-01-10T00:00+01:00;09.01.2022;2;5782;100;24;24;0;1;99,98;5605;176;26;64;86;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-01-09T00:00+01:00;2022-01-10T00:00+01:00;09.01.2022;Totalt i retning Kvaløya;5405;100;24;24;0;1;99,98;5229;175;33;52;88;2;2;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-01-09T00:00+01:00;2022-01-10T00:00+01:00;09.01.2022;Totalt i retning Tromsø;5781;100;24;24;0;0;100;5605;176;26;64;86;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-01-09T00:00+01:00;2022-01-10T00:00+01:00;09.01.2022;Totalt;11186;100;24;24;0;1;99,99;10834;351;59;116;174;2;2;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-01-10T00:00+01:00;2022-01-11T00:00+01:00;10.01.2022;1;8441;100;24;24;0;1;99,99;7957;483;144;117;204;18;18;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-01-10T00:00+01:00;2022-01-11T00:00+01:00;10.01.2022;2;8519;100;24;24;0;0;100;8021;498;138;136;209;15;15;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-01-10T00:00+01:00;2022-01-11T00:00+01:00;10.01.2022;Totalt i retning Kvaløya;8441;100;24;24;0;1;99,99;7957;483;144;117;204;18;18;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-01-10T00:00+01:00;2022-01-11T00:00+01:00;10.01.2022;Totalt i retning Tromsø;8519;100;24;24;0;0;100;8021;498;138;136;209;15;15;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-01-10T00:00+01:00;2022-01-11T00:00+01:00;10.01.2022;Totalt;16960;100;24;24;0;1;99,99;15978;981;282;253;413;33;33;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-01-11T00:00+01:00;2022-01-12T00:00+01:00;11.01.2022;1;7866;100;24;24;0;0;100;7377;489;125;144;207;13;13;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-01-11T00:00+01:00;2022-01-12T00:00+01:00;11.01.2022;2;7932;100;24;24;0;0;100;7433;499;130;145;208;16;16;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-01-11T00:00+01:00;2022-01-12T00:00+01:00;11.01.2022;Totalt i retning Kvaløya;7867;100;24;24;0;0;100;7378;489;125;144;207;13;13;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-01-11T00:00+01:00;2022-01-12T00:00+01:00;11.01.2022;Totalt i retning Tromsø;7931;100;24;24;0;0;100;7432;499;130;145;208;16;16;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-01-11T00:00+01:00;2022-01-12T00:00+01:00;11.01.2022;Totalt;15798;100;24;24;0;0;100;14810;988;255;289;415;29;29;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-01-12T00:00+01:00;2022-01-13T00:00+01:00;12.01.2022;1;7407;100;24;24;0;0;100;6967;440;121;105;196;18;18;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-01-12T00:00+01:00;2022-01-13T00:00+01:00;12.01.2022;2;7387;100;24;24;0;1;99,99;6949;437;124;105;196;12;12;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-01-12T00:00+01:00;2022-01-13T00:00+01:00;12.01.2022;Totalt i retning Kvaløya;7405;100;24;24;0;0;100;6966;439;120;105;196;18;18;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-01-12T00:00+01:00;2022-01-13T00:00+01:00;12.01.2022;Totalt i retning Tromsø;7389;100;24;24;0;1;99,99;6950;438;125;105;196;12;12;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-01-12T00:00+01:00;2022-01-13T00:00+01:00;12.01.2022;Totalt;14794;100;24;24;0;1;99,99;13916;877;245;210;392;30;30;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-01-13T00:00+01:00;2022-01-14T00:00+01:00;13.01.2022;1;7843;100;24;24;0;0;100;7374;469;128;117;214;10;10;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-01-13T00:00+01:00;2022-01-14T00:00+01:00;13.01.2022;2;7841;100;24;24;0;1;99,99;7365;475;125;125;211;14;14;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-01-13T00:00+01:00;2022-01-14T00:00+01:00;13.01.2022;Totalt i retning Kvaløya;7840;100;24;24;0;1;99,99;7372;467;126;117;214;10;10;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-01-13T00:00+01:00;2022-01-14T00:00+01:00;13.01.2022;Totalt i retning Tromsø;7844;100;24;24;0;0;100;7367;477;127;125;211;14;14;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-01-13T00:00+01:00;2022-01-14T00:00+01:00;13.01.2022;Totalt;15684;100;24;24;0;1;99,99;14739;944;253;242;425;24;24;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-01-14T00:00+01:00;2022-01-15T00:00+01:00;14.01.2022;1;8262;100;24;24;0;1;99,99;7808;453;123;116;204;10;10;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-01-14T00:00+01:00;2022-01-15T00:00+01:00;14.01.2022;2;8109;100;24;24;0;1;99,99;7654;454;125;114;205;10;10;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-01-14T00:00+01:00;2022-01-15T00:00+01:00;14.01.2022;Totalt i retning Kvaløya;8261;100;24;24;0;0;100;7808;453;123;116;204;10;10;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-01-14T00:00+01:00;2022-01-15T00:00+01:00;14.01.2022;Totalt i retning Tromsø;8110;100;24;24;0;2;99,98;7654;454;125;114;205;10;10;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-01-14T00:00+01:00;2022-01-15T00:00+01:00;14.01.2022;Totalt;16371;100;24;24;0;2;99,99;15462;907;248;230;409;20;20;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-01-15T00:00+01:00;2022-01-16T00:00+01:00;15.01.2022;1;5647;100;24;24;0;0;100;5448;199;32;65;100;2;2;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-01-15T00:00+01:00;2022-01-16T00:00+01:00;15.01.2022;2;5590;100;24;24;0;0;100;5385;205;39;64;99;3;3;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-01-15T00:00+01:00;2022-01-16T00:00+01:00;15.01.2022;Totalt i retning Kvaløya;5646;100;24;24;0;0;100;5447;199;32;65;100;2;2;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-01-15T00:00+01:00;2022-01-16T00:00+01:00;15.01.2022;Totalt i retning Tromsø;5591;100;24;24;0;0;100;5386;205;39;64;99;3;3;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-01-15T00:00+01:00;2022-01-16T00:00+01:00;15.01.2022;Totalt;11237;100;24;24;0;0;100;10833;404;71;129;199;5;5;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-01-16T00:00+01:00;2022-01-17T00:00+01:00;16.01.2022;1;4506;100;24;24;0;0;100;4313;193;45;58;87;3;3;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-01-16T00:00+01:00;2022-01-17T00:00+01:00;16.01.2022;2;4700;100;24;24;0;0;100;4517;183;40;57;85;1;1;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-01-16T00:00+01:00;2022-01-17T00:00+01:00;16.01.2022;Totalt i retning Kvaløya;4506;100;24;24;0;0;100;4313;193;45;58;87;3;3;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-01-16T00:00+01:00;2022-01-17T00:00+01:00;16.01.2022;Totalt i retning Tromsø;4700;100;24;24;0;0;100;4517;183;40;57;85;1;1;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-01-16T00:00+01:00;2022-01-17T00:00+01:00;16.01.2022;Totalt;9206;100;24;24;0;0;100;8830;376;85;115;172;4;4;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-01-17T00:00+01:00;2022-01-18T00:00+01:00;17.01.2022;1;7915;100;24;24;0;2;99,97;7398;515;147;140;217;11;11;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-01-17T00:00+01:00;2022-01-18T00:00+01:00;17.01.2022;2;7957;100;24;24;0;0;100;7433;524;146;148;220;10;10;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-01-17T00:00+01:00;2022-01-18T00:00+01:00;17.01.2022;Totalt i retning Kvaløya;7916;100;24;24;0;2;99,97;7398;516;148;140;217;11;11;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-01-17T00:00+01:00;2022-01-18T00:00+01:00;17.01.2022;Totalt i retning Tromsø;7956;100;24;24;0;0;100;7433;523;145;148;220;10;10;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-01-17T00:00+01:00;2022-01-18T00:00+01:00;17.01.2022;Totalt;15872;100;24;24;0;2;99,99;14831;1039;293;288;437;21;21;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-01-18T00:00+01:00;2022-01-19T00:00+01:00;18.01.2022;1;7042;100;24;24;0;0;100;6595;447;121;117;203;6;6;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-01-18T00:00+01:00;2022-01-19T00:00+01:00;18.01.2022;2;7042;100;24;24;0;0;100;6592;450;122;116;204;8;8;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-01-18T00:00+01:00;2022-01-19T00:00+01:00;18.01.2022;Totalt i retning Kvaløya;7042;100;24;24;0;0;100;6595;447;121;117;203;6;6;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-01-18T00:00+01:00;2022-01-19T00:00+01:00;18.01.2022;Totalt i retning Tromsø;7042;100;24;24;0;0;100;6592;450;122;116;204;8;8;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-01-18T00:00+01:00;2022-01-19T00:00+01:00;18.01.2022;Totalt;14084;100;24;24;0;0;100;13187;897;243;233;407;14;14;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-01-19T00:00+01:00;2022-01-20T00:00+01:00;19.01.2022;1;7884;100;24;24;0;0;100;7431;453;124;116;200;13;13;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-01-19T00:00+01:00;2022-01-20T00:00+01:00;19.01.2022;2;7883;100;24;24;0;0;100;7409;474;138;124;200;12;12;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-01-19T00:00+01:00;2022-01-20T00:00+01:00;19.01.2022;Totalt i retning Kvaløya;7884;100;24;24;0;0;100;7431;453;124;116;200;13;13;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-01-19T00:00+01:00;2022-01-20T00:00+01:00;19.01.2022;Totalt i retning Tromsø;7883;100;24;24;0;0;100;7409;474;138;124;200;12;12;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-01-19T00:00+01:00;2022-01-20T00:00+01:00;19.01.2022;Totalt;15767;100;24;24;0;0;100;14840;927;262;240;400;25;25;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-01-20T00:00+01:00;2022-01-21T00:00+01:00;20.01.2022;1;7740;100;24;24;0;1;99,99;7244;495;142;125;214;14;14;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-01-20T00:00+01:00;2022-01-21T00:00+01:00;20.01.2022;2;7697;100;24;24;0;0;100;7213;484;137;124;212;11;11;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-01-20T00:00+01:00;2022-01-21T00:00+01:00;20.01.2022;Totalt i retning Kvaløya;7741;100;24;24;0;1;99,99;7244;496;143;125;214;14;14;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-01-20T00:00+01:00;2022-01-21T00:00+01:00;20.01.2022;Totalt i retning Tromsø;7696;100;24;24;0;0;100;7213;483;136;124;212;11;11;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-01-20T00:00+01:00;2022-01-21T00:00+01:00;20.01.2022;Totalt;15437;100;24;24;0;1;99,99;14457;979;279;249;426;25;25;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-01-21T00:00+01:00;2022-01-22T00:00+01:00;21.01.2022;1;8760;100;24;24;0;1;99,99;8288;471;122;133;207;9;9;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-01-21T00:00+01:00;2022-01-22T00:00+01:00;21.01.2022;2;8576;100;24;24;0;0;100;8048;528;142;158;214;14;14;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-01-21T00:00+01:00;2022-01-22T00:00+01:00;21.01.2022;Totalt i retning Kvaløya;8761;100;24;24;0;1;99,99;8289;471;122;133;207;9;9;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-01-21T00:00+01:00;2022-01-22T00:00+01:00;21.01.2022;Totalt i retning Tromsø;8575;100;24;24;0;0;100;8047;528;142;158;214;14;14;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-01-21T00:00+01:00;2022-01-22T00:00+01:00;21.01.2022;Totalt;17336;100;24;24;0;1;99,99;16336;999;264;291;421;23;23;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-01-22T00:00+01:00;2022-01-23T00:00+01:00;22.01.2022;1;5829;100;24;24;0;0;100;5629;200;43;50;105;2;2;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-01-22T00:00+01:00;2022-01-23T00:00+01:00;22.01.2022;2;5827;100;24;24;0;0;100;5619;208;45;54;107;2;2;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-01-22T00:00+01:00;2022-01-23T00:00+01:00;22.01.2022;Totalt i retning Kvaløya;5829;100;24;24;0;0;100;5629;200;43;50;105;2;2;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-01-22T00:00+01:00;2022-01-23T00:00+01:00;22.01.2022;Totalt i retning Tromsø;5827;100;24;24;0;0;100;5619;208;45;54;107;2;2;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-01-22T00:00+01:00;2022-01-23T00:00+01:00;22.01.2022;Totalt;11656;100;24;24;0;0;100;11248;408;88;104;212;4;4;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-01-23T00:00+01:00;2022-01-24T00:00+01:00;23.01.2022;1;3648;100;24;24;0;2;99,95;3508;138;29;35;73;1;1;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-01-23T00:00+01:00;2022-01-24T00:00+01:00;23.01.2022;2;3821;100;24;24;0;0;100;3677;144;33;39;72;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-01-23T00:00+01:00;2022-01-24T00:00+01:00;23.01.2022;Totalt i retning Kvaløya;3649;100;24;24;0;2;99,95;3509;138;29;35;73;1;1;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-01-23T00:00+01:00;2022-01-24T00:00+01:00;23.01.2022;Totalt i retning Tromsø;3820;100;24;24;0;0;100;3676;144;33;39;72;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-01-23T00:00+01:00;2022-01-24T00:00+01:00;23.01.2022;Totalt;7469;100;24;24;0;2;99,97;7185;282;62;74;145;1;1;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-01-24T00:00+01:00;2022-01-25T00:00+01:00;24.01.2022;1;7433;100;24;24;0;1;99,99;6971;461;133;124;198;6;6;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-01-24T00:00+01:00;2022-01-25T00:00+01:00;24.01.2022;2;7410;100;24;24;0;0;100;6943;467;133;129;200;5;5;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-01-24T00:00+01:00;2022-01-25T00:00+01:00;24.01.2022;Totalt i retning Kvaløya;7433;100;24;24;0;1;99,99;6971;461;133;124;198;6;6;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-01-24T00:00+01:00;2022-01-25T00:00+01:00;24.01.2022;Totalt i retning Tromsø;7410;100;24;24;0;0;100;6943;467;133;129;200;5;5;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-01-24T00:00+01:00;2022-01-25T00:00+01:00;24.01.2022;Totalt;14843;100;24;24;0;1;99,99;13914;928;266;253;398;11;11;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-01-25T00:00+01:00;2022-01-26T00:00+01:00;25.01.2022;1;7590;100;24;24;0;1;99,99;7118;471;136;122;206;7;7;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-01-25T00:00+01:00;2022-01-26T00:00+01:00;25.01.2022;2;7580;100;24;24;0;1;99,99;7091;488;131;143;206;8;8;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-01-25T00:00+01:00;2022-01-26T00:00+01:00;25.01.2022;Totalt i retning Kvaløya;7590;100;24;24;0;1;99,99;7118;471;136;122;206;7;7;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-01-25T00:00+01:00;2022-01-26T00:00+01:00;25.01.2022;Totalt i retning Tromsø;7580;100;24;24;0;1;99,99;7091;488;131;143;206;8;8;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-01-25T00:00+01:00;2022-01-26T00:00+01:00;25.01.2022;Totalt;15170;100;24;24;0;2;99,99;14209;959;267;265;412;15;15;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-01-26T00:00+01:00;2022-01-27T00:00+01:00;26.01.2022;1;8282;100;24;24;0;4;99,95;7809;469;131;131;201;6;6;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-01-26T00:00+01:00;2022-01-27T00:00+01:00;26.01.2022;2;8259;100;24;24;0;0;100;7778;481;134;135;200;12;12;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-01-26T00:00+01:00;2022-01-27T00:00+01:00;26.01.2022;Totalt i retning Kvaløya;8281;100;24;24;0;4;99,95;7808;469;131;131;201;6;6;0
